pillory	N	pranger, schandpfahl
bearer	N	inhaber, träger, überbringer
scotland	N	schottland
shivering	A	schlotterig
shivering	N	zittern
roughrider	N	zureiter
reviewer	N	kritiker, rezensent
questioner	N	fragesteller, frager
disseminate	V	verbreiten
representational	A	gegenständlich
antimacassar	N	schoner
gadgetry	N	vorrichtungen, geräte, beiwerk, zubehör
showing	N	ausstellung, aufführung, vorführung, vorstellung, leistung
brisling	N	brisling, sprotte
ruff	V	trumpfen, stechen
ruff	N	krause, halskrause, kampfläufer, trumpfen
dearly	ADV	inniglich, lieb, teuer, herz: von ganzem herzen
dactyl	N	zehe, finger, daktylus
incrimination	N	belastung, beschuldigung, inkriminierung
quietude	N	ruhe, friede, frieden
optician	N	optiker
baseness	N	minderwertigkeit, niederträchtigkeit, niedrigkeit, falschheit, uneheligkeit
maltreatment	N	misshandlung, behandlung: schlechte behandlung
stagnate	V	stagnieren, abstehen, stocken, verdummen, versauern
abash	V	beschämen
helter-skelter	A	wirr, wild
helter-skelter	ADV	holterdiepolter, hals über kopf
eel	N	aal
suborder	N	unterordnung
softness	N	weiche, weichheit, milde, zartheit, schlaffheit, sanftheit, weichlichkeit, gutmütigkeit, geschmeidigkeit, schwäche, nachgiebigkeit, bequemlichkeit, verweichlichung
adulterous	A	ehebrecherisch
deepness	N	tiefe, breite, schlauheit, tiefsinnigkeit, größe
sketch	V	skizzieren, skizzen machen, aufzeichnen, entwerfen
sketch	N	skizze, aufriss, grundriss, riss, sketch, aufzeichnung, entwurf, studie
radicalism	N	radikalismus
furbish	V	blank reiben, aufpolieren, pollieren
yolk	N	eigelb, dotter
impoverish	V	arm machen, auspowern, reiz: den reiz nehmen, schwächen, auslaugen
callousness	N	gefühllosigkeit, herzlosigkeit
mucous	A	schleimig
dilapidated	A	verfallen, heruntergekommen, schadhaft, baufällig, verkommen
simmer	V	kochen, sieden, garen, flamme: auf kleiner flamme kochen lassen, ziehen
benzine	N	benzin, leichtbenzin
benefactor	N	wohltäter, gönner
multivalent	A	mehrwertig
offside	ADV	abseits, abseits: im abseits
monarchical	A	monarchisch, monarchistisch
latvian	A	lettisch
latvian	N	lettin, lette, lettisch
tofu	N	tofu
unimpaired	A	einbeeinträchtigt, unvermindert, ungeschwächt
alpha	N	eins, alpha
aesthete	N	ästhet, schöngeist
infuriating	A	ärgerlich
nonplused	A	verblüfft, verdutzt
aftertaste	N	beigeschmack, nachgeschmack
uncomplaining	A	duldsam, klagend: nicht klagend
withholding	N	verschweigen, unterschlagung
archery	N	bogenschießen
healthful	A	gesund, gesundheitsfördernd, heilsam
inclose	V	einschließen, umgeben, einfrieden, eingrenzen, einlegen, einzäunen, umfrieden, umgrenzen, umschließen, beifügen, beilegen, hinzufügen, hineinstecken
mulberry	N	maulbeere, maulbeerbaum, violett: dunkles violett
self-acting	A	selbsttätig
injection	N	einspritzung, injektion, spritze
probate	N	testamentsbestätigung: juristische testamentsbestätigung
maraud	V	plündern, marodieren
maraud	N	plündern, rauben
limpid	A	klar, durchsichtig
desalination	N	entsalzung
hesitantly	ADV	zögerlich, zögernd, zaudernd
ordered	A	stimmig
accessibility	N	zugänglichkeit
cream-colored	A	cremefarbig
evocative	A	evokativ
surmise	V	vermuten, mutmaßen
surmise	N	vermutung, mutmaßung
creeper	N	kletterpflanze, schlingpflanze, rankengewächs, kriechpflanze, baumläufer, leisetreter
haft	N	heft, griff
inglorious	A	unrühmlich, unehrenhaft, schmählich, ruhmlos
manhattan	N	manhattan
arithmetic	A	kalkulatorisch, rechnerisch
arithmetic	N	arithmetik, rechnung, rechnen
venerable	A	ehrwürdig, greis
excitation	N	erregung
afterglow	N	abendrot, abendleuchten
denseness	N	dichte, begriffsstutzigkeit, dichtheit, dummheit
syntactical	A	syntaktisch
demagogue	N	demagoge
resolving	N	auflösung, lösung, bereinigung, aufhebung
orbit	V	umkreisen, kreisen, umlaufen
orbit	N	umlaufbahn, kreisbahn, umkreisung, orbit, umlauf, flugbahn, machtbereich, kreis, bereich, einflussphäre, augenhöhle
low-pressure	A	niederdruck-, tiefrdruck-
bribe	V	bestechen, kaufen, spicken
bribe	N	bestechung, bestechungsgeld, schmiergeld
ignorant	A	unwissend, ungebildet, ignorant, informiert: nicht informiert, unverständig, unaufgeklärt, unkundig, unhöflich, ungeschliffen, ungehobelt
imprecise	A	ungenau, unpräzis
emboss	V	prägen, aufprägen, stanzen
dunk	V	eintauchen, eintunken, stippen, tunken
compact	A	dicht, fest, kompakt
compact	N	dose, puderdose, kompaktauto
birthplace	N	geburtsort
stunned	A	bedeppert, betäubt, benommen, fassungslos, sprachlos
uninformative	A	wenig mitteilsam, informationsgehalt: ohne informationsgehalt
giantess	N	riesin
teethe	V	zahnen, zähne bekommen
unabridged	A	ungekürzt
unremunerative	A	lohnend: nicht lohnend, einträglich: nicht einträglich
acreage	N	anbaufläche, land
mind-bending	A	irre
disinter	V	ausgraben
wavy	A	wellig, gewellt, wellenförmig
rattling	A	klappernd, rasselnd, klirrend, prasselnd
rattling	N	klappern, rasseln, gerassel, klirren, geklirre, schlagen, prasseln, geratter, rüttelei, geprassel
telling	A	wirkungsvoll, schlagend, eindrucksvoll, empfindlich, verräterisch
telling	N	erzählen
sheik	N	scheich
nausea	N	übelkeit, brechreiz, ekel
sublimely	ADV	erhaben
compassionate	A	mitfühlend, mitleidig, barmherzig, mitleidsvoll, teilnahmsvoll, teilnehmend
michael	N	michael
watered	A	geflammt
whiteout	N	tipp-ex
cloister	N	klausur, kreuzgang, kloster
sedentary	A	sitz-, sitzend
enforce	V	durchführen, geltung vorschaffen, geltend machen, sorgen für, schaffen, verschaffen: sich verschaffen, erzwingen, vollziehen, vollstrecken, nachdruck verschaffen, stützen, untermauern
sultana	N	sultanin, sultanine
unhealthiness	N	ungesundheit
oscillator	N	oszillator
sackcloth	N	sackleinen
dotage	N	senilität, altersschwäche
pepper	V	pfeffern
pepper	N	pfeffer, paprika, paprikaschote, paprikastrauch
jump	V	springen, satz: einen satz machen, abspringen, überspringen, buchstabe: buchstaben überspringen, buchstabe: buchstaben auslassen, anspringen, unvermittelt übergehen, höhe: in die höhe schnellen, sprunghaft ansteigen, zusammenfahren, zusammenzucken, hinüberspringen, hinübersetzen, setzen über, springen lassen, überblättern
jump	N	sprung, absprung, flug, hops, hopser, satz, hindernis, anstieg
notwithstanding	ADV	trotzdem, dennoch, nichtsdestotrotz
notwithstanding	PREP	ungeachtet, trotz
clangor	N	hallen
pitilessly	ADV	mitleidlos, unbarmherzig
vampire	N	vampir, blutsauger
upsetting	A	traurig, bestürzend, störend, unangenehm, schwierig, beleidigend, verletzend, ärgerlich
kidnapper	N	entführer, kidnapper, kinderräuber, erpresser
fifteenth	A	fünfzehnte
divulgence	N	preisgabe
intercalary	A	eingefügt, eingeschaltet
enterprising	A	einfallsreich, erfindungsreich, kühn, unternehmungslustig
galleon	N	galeone
milliard	N	milliarde
avaricious	A	gierig, habgierig, habsüchtig
salvation	N	rettung, errettung, heil, erlösung, seligkeit
frictional	A	friktions-
interstice	N	zwischenraum, sprung, riss, fuge
exorbitance	N	unverschämtheit, maßlosigkeit, übertriebenheit
foresee	V	vorhersehen, voraussehen, vorauswissen, ahnen, absehen
adroitness	N	geschicklichkeit, geschmeidigkeit, gewandtheit
infest	V	herfallen über, befallen, heimsuchen, verseuchen, plagen
marketable	A	absetzbar, absatzfähig, marktfähig, marktgängig, verkäuflich
enterprisingly	ADV	einfallsreich, erfindungsreich, kühn, unternehmungslustig
penny-pinch	V	umdrehen: jeden roman umdrehen
freemason	N	freimaurer
devotedly	ADV	treu, hingebungsvoll, eifrig
historically	ADV	historisch, geschichtlich, geschichts-
depreciate	V	verlieren: an wert verlieren, entwerten, schrumpfen, mindern
compatriot	N	landsmännin, landsmann
formally	ADV	formell, förmlich, feierlich, offiziell, formal
visibility	N	sichtbarkeit, sicht, sichtverhältnisse, sichtweite
charming	A	reizend, lieblich, charmant, entzückend, graziös, liebenswürdig, berückend, liebreizend, anmutig, reizvoll, bezaubernd
charming	N	beschwörung
beachcomber	N	strandgutsammler
rivalry	N	rivalität, konkurrenz, konkurrenzkampf
notability	N	persönlichkeit: bedeutende persönlichkeit, berühmtheit, bedeutung
boards	N	bretter
blithely	ADV	munter
meek	A	sanftmütig, sanft, fromm, lammfromm, duckmäuserisch, duldsam, geduldig, kleinlaut
consort	V	verkehren
consort	N	gemahlin, gemahl
tench	N	schleie
lapse	V	fehler: einen fehler begehen, falsch: etw falsch machen, fehlen, fehltritt: einen fehltritt begehen, unrecht tun, verfallen, abgleiten, ablaufen, erlöschen, aussterben, einschlafen
lapse	N	fehler, fehltritt, verfehlung, schwinden, absinken, abgleiten, verfall, ablauf, erlöschen, zeitspanne, zeitraum
silt	V	verschlammen, versanden
silt	N	schwemmsand, schlick
meet	A	billig, geziemend
meet	N	jagdveranstaltung, jagd, sportfest
links	N	golfplatz, platz
risque	A	gewagt, frivol, delikat, pikant, schlüpfrig
inviolate	A	unbeschadet, unangetastet
every	PRON	jeder
undeceive	A	aufklären
invincibility	N	unbesiegbarkeit
embodiment	N	verkörperung, inbegriff, aufnahme, eingliederung
defective	A	defekt, fehlerhaft, mangelhaft, schadhaft, unvollständig
picturesque	A	malerisch, bildhaft, anschaulich, pittoresk
meanwhile	ADV	inzwischen, zwischendurch, währenddessen, indessen, indes, unterdessen, mittlerweile, einstweilen, darüber
liebfraumilch	N	liebfraumilch
nark	V	ärgern
nark	N	spitzel
instinctively	ADV	instinktiv
narc	N	rauschgiftfahnder, rauschgiftfahnderin
fare	N	fahrpreis, flugpreis, fahrgeld, reisegeld, kost, speise, preis, fuhre, fahrgast
peeling	N	schale, abschälen
thunderstorm	N	gewitter, unwetter
fart	V	lassen: einen fahren lassen, lassen: einen sausen lassen, furzen, miefen, pupsen
fart	N	furz, pups, pupser
matchmaker	N	kupplerin, kuppler
boche	N	boche
fabulist	N	fabulant
extemporaneously	ADV	stegreif: aus dem stegreif
dilatation	N	ausdehnung, erweiterung
encyclopedia	N	enzyklopädie, lexikon
scoot	V	abzischen, wetzen, rennen
encyclopedic	A	enzyklopädisch
eventide	N	abendzeit
squalidly	ADV	verhältnis: in elenden verhältnissen, verhältnis: in erbärmlichen verhältnissen, gemein, niederträchtig
magnesia	N	magnesia
gynecology	N	gynäkologie
materiality	N	dinglichkeit, stofflichkeit
epigram	N	epigramm, sinnspruch
gunman	N	revolverheld
costume	N	maskerade, tracht, kostüm
integument	N	hülle
equanimity	N	gleichmut, gelassenheit
thence	ADV	von da, von dannen, dort: von dort, dorther, infolgedessen
temporal	A	zeitlich, zeit-, temporal, weltlich, schläfen-
lithuania	N	litauen
piggishly	ADV	verfressen, unmäßig, saumäßig, fies, schweinisch
walnut	N	walnuss, wallnussbaum, nussbaum, nussbaumholz
ridiculously	ADV	lächerlich
trustfulness	N	vertrauensseligkeit
high-flown	A	verstiegen
popularly	ADV	allgemein, populär
articulation	N	artikulation, artikulierung, aussprache, lautung
factorial	N	fakultät
frontal	A	frontal, vorder-, stirn-
bulk	N	größe, ausmaß, masse, großteil, menge, hauptteil, gros
subtraction	N	abziehen, subtraktion
stout	A	korpulent, beleibt, füllig, untersetzt, stark, fest, dick, derb, mannhaft, unerschrocken, tapfer, beherzt
left-wing	A	link, linksgerichtet
sinfulness	N	sündhaftigkeit, sündigkeit
brazen-faced	A	schamlos, unverschämt
unnaturalness	N	unnatürlichkeit
tsarist	A	zaristisch
slide	V	gleiten lassen, gleiten, schlittern, rutschen, flutschen
slide	N	rutschbahn, rutsche, rutsch, abfall, zug, schleifer, teil: gleitendes teil, schlitten, dia, lichtbild
ablative	N	ablativ
prevailing	A	aktuell, derzeitig, derzeit herrschend, geltend, bestehend, vorherrschend, herrschend
malfeasance	N	amtsvergehen
anklet	N	fußring, fußspange, söckchen
portcullis	N	fallgatter, fallgitter
oast	N	darre, trockenboden
mollusk	N	molluske, weichtier
special	A	besondere, bestimmt, speziell, sonderlich, sonder-, gesondert
butch	A	burschikos, maskulin
littered	A	übersät
armor	N	rüstung, harnisch, panzer
teetotaler	N	abstinenzler, antialkoholiker
calif	N	calif
undated	A	undatiert
jilt	V	laufpass: den laufpass geben, sitzenlassen
sneer	V	auslachen, höhnen, spotten, grinsen: höhnisch grinsen, spöttisch grinsen
sneer	N	lächeln: spöttisches lächeln, lächeln: höhnisches lächeln, bemerkung: höhnische bemerkung, bemerkung: spöttische bemerkung
ridge	N	rippe, welle, rippenmarke, grat, riff, first, erhöhung, hügelkette, kamm, rücken, joch
evidential	A	beweiskräftig
determining	A	bestimmend
determining	N	festlegung
timer	N	zeitmesser, timer, schaltuhr
times	ADV	mal
telephonic	A	telefonisch, telefon-
paraldehyde	N	paraldehyd
confuse	V	konfus machen, irremachen, durcheinanderbringen, verwirren, durcheinanderwerfen, vermengen, verwechseln, irritieren
cramp	V	beengen, behindern
cramp	N	krampf, klammer
unsupported	A	ungestützt, stütze: ohne stütze, unterstützung: ohne unterstützung, unterstützen: nicht unterstützt, alleinstehend, unterhalt: ohne unterhalt, beweis: ohne beweise, unbestätigt
bitch	V	schimpfen, meckern
bitch	N	hündin, weibsstück, weib: boshaftes weib, miststück [sl.], mistvieh [sl.], biest, luder, ziege [sl.], zicke [sl.], sau [sl.]
wisconsin	N	wisconsin
niggardliness	N	knauserigkeit, knausrigkeit, armseligkeit, kümmerlichkeit
superannuation	N	pension
wrapper	N	verpackung, papierchen, deckblatt, schutzumschlag, umschlag, streifband, morgenmantel: leichter morgenmantel, packer
gainful	A	einträglich, vorteilhaft
wrapped	A	eingehüllt
terribleness	N	schrecklichkeit, fürchterlichkeit
goiter	N	kropf
outboard	A	außenbord-
outboard	N	außenborder
innovate	V	einführen: neu einführen, neuerung: neuerungen einführen
surfing	N	surfen, surfing, wellenreiten
cryptically	ADV	hintergründig, rätselhaft, schleierhaft
endlessness	N	endlosigkeit, unendlichkeit
objectification	N	verdinglichung, versachlichung
hardihood	N	kühnheit, mut, dreistigkeit
neologism	N	wortneubildung, neubildung, neologismus, neuerung, wortprägung
bloat	V	anschwellen, auftreiben
girdle	N	gürtel, hüfthalter, mieder, gurt
thrashing	N	prügel: tracht prügel, prügel, dresche, hiebe, keile, abreibung, zunder
shapelessly	ADV	unförmig
insignificance	N	belanglosigkeit, bedeutungslosigkeit, geringfügigkeit, unscheinbarkeit
unneighbourly	ADV	gutnachbarlich: nicht gutnachbarlich
julian	A	julianisch
ecuadorian	A	ecuadorianisch
ecuadorian	N	ecuadorianerin, ecuadorianer
noseband	N	nasenriemen
metaphysics	N	metaphysik
bastard	A	unehelich, misch-
bastard	N	uneheliches kind, bastard [sl.], miststück [sl.], fiesling [sl.], arsch [sl.], hund [sl.], saukerl [sl.], scheißkerl [sl.], mistvieh [sl.], schwein [sl.], sack [sl.]
opinionated	A	selbstherrlich, rechthaberisch
self-reproach	N	selbstvorwurf
bloodbath	N	blutbad, gemetzel
jaunt	N	spritztour, trip, ausflug
grounding	N	grundwissen, erdung, startverbot, grundierung
venereal	A	venerisch
fossilization	N	erstarrung, versteinerung
defame	V	diffamieren, entehren, verleumden
baseboard	N	fußleiste, leiste, scheuerleiste, wandleiste
vengeance	N	vergeltung, rache, revanche
cosecant	N	kosekans
counterbalance	V	auffangen, bilden ein gegengewicht zu
counterbalance	N	gegengewicht, regulativ
intrinsic	A	immanent, innere, wesenhaft, wirklich, wesenseigen
detrain	V	ausladen
presbyter	N	kirschenältester, priester
bedewed	A	betaut
horrid	A	entsetzlich, fürchterlich, schrecklich, gemein, fies
knockdown	N	knockdown
urn	N	urne, kessel
carburize	V	zementieren
elysium	N	elysium
constrain	V	zwingen
skunk	N	skunk, stinktier
dramatics	N	dramaturgie
splintering	A	splitterig, splittrig
pompously	ADV	schwülstig, bombastisch, aufgeblasen, wichtigtuerisch
seclude	V	absondern
wop	N	spaghetti
halting	A	unsicher, stockend, zögernd, holperig
south-east	A	südost-, südöstlich
south-east	N	südosten, südost
underdevelopment	N	unterentwicklung
carcinogen	N	krebserreger, karzinogen
obsequious	A	unterwürfig, servil, beflissen, subaltern
lowlands	N	tiefland
unfinished	A	unfertig, unvollendet, unbearbeitet, unerledigt
sheriff	N	sheriff, friedensrichter
nitrous	A	salpetrig
grocer	N	lebensmittelhändler, krämer
gelatinous	A	gallertartig, gallertähnlich
hector	V	tyranisieren, bramarbasieren, einschüchtern
inherited	A	ererbt, angestammt
banditry	N	banditentum
shyster	N	gauner, rechtsverdreher
exaltation	N	begeisterung, erhöhung, exaltation
alabaster	N	alabaster
maritime	A	see-, maritim, seefahrend
probably	ADV	wohl, wahrscheinlich, voraussichtlich
wog	N	tschusch
imperious	A	herrisch, fordernd, befehlerisch, gebieterisch, anmaßend
ruminative	A	nachdenklich, grübelnd
tuner	N	stimmer, tuner
embryonic	A	embryonal, embryonisch, keimhaft
widow	N	witwe
albania	N	albanien
bakshish	N	bakschisch
caning	N	züchtigung, prügeln, schläge mit dem stock
recitative	N	rezitativ
immigrant	N	einwanderer, einwandererin, immigrant, immigrantin
finiteness	N	endlichkeit
marchioness	N	marquise
conductivity	N	leitfähigkeit
washable	A	waschbar, abwaschbar
illusory	A	illusorisch
southward	ADV	süden: nach süden, südwärts
unshaven	A	unrasiert, bärtig
tyre	V	bereifen
tyre	N	reifen, pneu
antler	N	geweih
tyro	N	anfänger, neuling
tent	N	zelt
tuning	N	stimmen, einstellung, stimmung, abstimmung
keg	N	fass, fässchen
interfere	V	einmischen, einmischen: sich einmischen, eingreifen, eindrängen: sich eindrängen, mengen: sich mengen, schaffen: sich zu schaffen machen
ergonomic	A	ergonomisch
magi	N	könig: die heiligen drei könige, weisen, weisen aus morgenland
merry	A	fröhlich, heiter, munter, vergnügt, fidel, angeduselt, lustig, neckisch, angesäuselt, besäuselt, angeheitert, beschwipst
merry	V	trauen
disconnect	V	trennen, ausschalten, abstellen, sperren, unterbrechen
aslant	ADV	quer, schräg
inundate	V	überschwemmen, überfluten, überfließen, überhäufen, bestürmen
sniff	V	riechen, schnuppern, einziehen, schnüffeln, einatmen, wittern, schnupfen, schniefen
sniff	N	schniefen, nasenrümpfen, schnüffeln
outrank	V	übertreffen rangmäßig, regelmäßig stehen über
monstrously	ADV	schrecklich, fürchterlich
bellboy	N	hoteldiener, page, hoteljunge
shingly	A	steinig, kiesig, voller kieselsteine
refraction	N	ablenkung, brechung, lichtbrechung, refraktion
estimation	N	einschätzung, schätzung, berechnung, veranschlagung, ermessen, meinung, urteil, achtung
articulatory	A	artikulatorisch
subtitle	N	untertitel
saddlebag	N	satteltasche
paranormal	A	paranormal
polka	N	polka
cent	N	cent, groschen
eraser	N	radiergummi, gummi, schwamm, radierer
whisper	V	flüstern, wispern, zischeln, säuseln, raunen, tuscheln, lispeln
whisper	N	geflüster, flüstern, wispern, gerücht
jacaranda	N	jakarandabaum, jakaranda, jakarandaholz, palisander, palisanderholz
domino	N	maske, domino, dominostein
controlled	A	gebunden, beherrscht, gezügelt, kontrolliert, geregelt
retrospective	A	rückblickend, rückwirkend, retrospektiv
retrospective	N	retrospektive
replenishment	N	ergänzung, wiederauffüllen, auffüllen
controller	N	aufseher, kontrolleur, regler, intendant, fluglotse
smoking	A	rauchend
smoking	N	rauchen
debtor	N	schuldner
noiselessly	ADV	geräuschlos, lautlos
judicature	N	richterstand, gerichtswesen, gerichtsbarkeit
dynamism	N	dynamik
riposte	V	replizieren
riposte	N	replik
piloting	N	steuerung
examiner	N	prüfer, referent
apron	N	rampe, schürze, schurz
simony	N	simonie
surface	V	auftauchen, pflastern
surface	N	oberfläche, fläche, tragfläche, flächeninhalt, pflasterung, belag
hearten	V	ermutigen
cartographic	A	kartographisch
lugsail	N	breitfock, sturmsegel
dandified	A	stutzerhaft
party	A	parteilich
party	N	partei, schar, teil, beteiligte, trupp, gruppe, kommando, gesellschaft, party, feier, fete, fest
stableboy	N	knecht
joist	N	balken, gebälk, strebe, träger
oaf	N	flegel, lümmel
well-meant	A	gut gemeint, wohlgemeint
proscribe	V	verbieten, ächten, verbannen
powwow	N	versammlung, verhandlung: indianische verhandlungen, besprechung, kriegsrat
colouring	N	farbgebung, färbung, farbstoff, kolorit
impeccable	A	tadellos, untadelig, pikobello, einwandfrei
self-love	N	selbstliebe
rift	N	graben, riss, spalt
scarcely	ADV	kaum, wohl kaum, schwerlich
ptolemaic	A	ptolemäisch
rife	A	weit verbreitet
insurmountable	A	unüberwindlich, unverwindbar
riff	N	riff
advertiser	N	anzeiger, inserent, werber, anzeigenblatt
cruelness	N	herbheit
increasingly	ADV	zunehmend, immer mehr
sofia	N	sofia
cavalryman	N	kavallerist, reiter
oxcart	N	gespann
parchment	N	pergament, urkunde
run-down	A	heruntergekommen, mitgenommen, schlapp
run-down	N	abbau, bericht
battery	N	batterie, phalanx, element, reihe
restaurateur	N	gastwirt, gastronom, restaurateur
morgue	N	leichenschauhaus, archiv
riverside	N	flussufer
indignation	N	empörung, entrüstung, indignation, unwilligkeit, unwillen
bedevil	V	komplizieren, erschweren
la-di-da	A	affektiert, affig
disappearance	N	auflösung, verflüchtigung, verschwinden
cupidity	N	begierde, gier
propeller	N	propeller, luftschraube, schiffsschraube, schraube
pancreatic	A	bauchspeicheldrüsen-
intersection	N	kreuzung, kreuz, straßenkreuzung, knotenpunkt, schnittpunkt, schnitt, überschneidung
necessary	A	notwendig, nötig, erforderlich, obligatorisch, vonnöten, zwingend, geboten, gehörig, unausweichlich
lost	A	verloren, ausgestorben, aussichtslos, untergegangen, vermisst, verirrt, verpasst, hin
tipple	V	süffeln, zechen
tipple	N	getränk, gesöff
rota	N	turnus, dienstplan, rota
pewit	N	kiebitz
glare	V	funkeln, glänzen, blenden, strahlen, starren
glare	N	schein: greller schein, licht: grelles licht, licht: blendendes licht, glanz, grellheit, blick: funkelnder blick
homo	N	homo, tunte
fumigate	V	ausräuchern
home	A	heimisch, heim-, privat, inländisch
home	ADV	haus: zu hause, daheim, zuhause, haus: nach hause, heimwärts
leery	A	misstrauisch, vorsichtig
pinpoint	V	feststellen: genau feststellen, orten: genau orten
pinpoint	N	nadelspitze, punkt
overlay	V	überziehen, bedecken, darauflegen
overlay	N	überzug, auflage, auflegemaske, zurichtung, zurichtebogen, tischdeckchen, bedeckung, schicht: bedeckende schicht
coruscate	V	funkeln
grinding	A	knirschend, drückend
grinding	N	mahlen, schleiferei, abschleifung
cradle	V	wiegen
cradle	N	gabel, wiege, schlitten, gerüst
mutation	N	mutation, wandel, variante, veränderung, brechung
percolate	V	filtrieren, kaffeemaschine: in einer kaffeemaschine zubereiten, zubereiten, durchsickern
sweepstakes	N	wettspiel
fanny	N	arsch [sl.]
octogenarian	A	achtzigjährig
octogenarian	N	achtziger, achtzigerin, achtzigjährige
prerecord	V	aufzeichnen: vorher aufzeichnen
pulpy	A	breiig
refuge	N	herberge, zuflucht, hort, schutz, unterstand, refugium
unhinged	A	gestört
anchorage	N	verankerung, ankerplatz
nightclub	N	nachtclub, nachtbar, nachtlokal
maladjustment	N	verhaltensstörung
fuddle	V	verwirren
fuddle	N	dusel
previously	ADV	vorher, ehemals, früher
tenderloin	N	lendenstück: zartes lendenstück
cocoa	N	kakao
ultrasound	N	ultraschallaufnahme, ultraschalluntersuchung, ultraschall
pervious	A	durchlässig, zugänglich
pointless	A	sinnlos, nichtssagend, aussichtslos, stumpf, unnütz, müßig, zwecklos
tabernacle	N	kirche, tempel, hostienschrein, hütte, tabernakel
cyclorama	N	rundhorizont
herbarium	N	herbarium
inconstancy	N	unbeständigkeit, wankelmütigkeit, wankelmut, unstetigkeit, veränderlichkeit
reciprocate	V	erwidern, revanchieren: sich revanchieren
sabbatarian	N	befürworter: strenger befürworter des sonntagsgebots, befürworter: strenger befürworter des sabbatsgebots
lagger	A	faul
lagger	N	nachzügler, trödler
north	A	nord-
north	ADV	norden: nach norden, nordwärts, gen norden, richtung: in nördliche richtung, nördlich
triangular	A	dreieckig
histogram	N	histogramm
admonish	V	ermahnen, mahnen, verweisen, warnen
valerian	N	baldrian
wince	V	zusammenzucken
sprinkling	N	tropfen: ein paar tropfen, prise, bestäubung, sprengung, anflug, spur
winch	V	winden
winch	N	winde, winsch
rioter	N	aufrührer, randalierer
metronome	N	taktmesser, metronom
oligarchy	N	oligarchie
rumba	N	rumba
scoffingly	ADV	spöttisch, verächtlich
suggestively	ADV	vielsagend, anzüglich, aufreizend
apiary	N	bienenhaus
urging	N	ermahnung
irremediable	A	beheben: nicht behebbar, retten: nicht mehr zu retten
marketplace	N	markt, marktplatz
steeplechase	N	jagdrennen, hindernisrennen, hindernislauf
hinny	N	maulesel
horsewhip	N	reitpeitsche
superlatively	ADV	überragend, unübertrefflich, höchst
chock-a-block	A	knüppelvoll, voll: gerammelt voll
unreconciled	A	unversöhnt
spirally	ADV	spirale: in einer spirale, spiralförmig
finch	N	fink
star	N	stern, star, gestirn, fleck
traditionalist	A	traditionsgebunden, hängend: an tradition hängend, festhalten: an tradition festhaltend
traditionalist	N	traditionalist
stag	N	hirsch, hirschbock, bock, spekulant
foil	V	durchkreuzen, vereiteln, hintertreiben, verhindern
foil	N	folie, spiegelfolie, hintergrund, florett
middlebrow	A	normalverbraucher: für den geistigen normalverbraucher, normalverbraucher: für den normalverbraucher, durchschnitts-, normalverbraucher: des normalverbrauchers
middlebrow	N	normalverbraucher
backstage	ADV	hinter den kulissen
additionally	ADV	nebenbei, zusätzlich
phosphorus	N	phosphor
asocial	A	ungesellig
shunt	V	rangieren, verschieben, schieben, abschieben, rangieren: rangiert werden, verschieben: verschoben werden
shunt	N	stoß, bums
tomcat	N	kater, schürzenjäger
atheist	N	atheist
atheism	N	atheismus
indirectly	ADV	indirekt, abhängig, mittelbar
unimaginative	A	phantasielos, einfallslos, geistlos, ideenarm, ideenlos
viscose	N	viskose
circumlocution	N	umschreibung, weitschweifigkeit, umschweife
predestine	V	prädestinieren, vorherbestimmen
knell	N	totenglocke, geläut
perverted	A	pervers, pervertiert, widernatürlich
schmuck	N	bekloppte, beknackte
isometric	A	isometrisch
buddy	N	kumpel, kumpan, kompagnon, kamerad, genosse, freundchen
swab	V	abtupfen, betupfen, wischen, schrubben
swab	N	tupfer, abstrich, scheuerlappen, mop
auk	N	alk
swan	N	schwan
sinew	N	sehne, nerv
swat	V	totschlagen, schlagen, klatschen, ochsen
swat	N	schlag, patsche, klappe
sweltering	A	glühend heiß, drückend heiß, siedend, bullig
swap	V	tauschen, eintauschen, austauschen, einhandeln
swap	N	tausch, eintausch
autobahn	N	autobahn
recycle	V	wiederverwerten, wiederaufbereiten, recyceln
sway	V	wiegen: sich wiegen, wiegen, schwingen, schwanken, schlenkern, schaukeln, wackeln, wanken, taumeln, beeinflussen, umstimmen
sway	N	schwingen, schwanken, wackeln, schaukeln, schwenken, einfluss, macht
longways	ADV	länge: der länge nach, längs
reprocess	V	wiederaufbereiten, wiederverwerten
communique	N	kommunique
destitution	N	armut, bettelarmut, not, elend
void	A	leer, ungültig, nichtig, unwirksam
void	N	leere, nichts
confederate	A	eidgenössisch
confederate	N	eidgenosse
overplay	V	spielen: zu hoch spielen, übertrieben darstellen, übertrieben spielen
dynasty	N	dynastie
bowstring	N	bogensehne, bogenbezug [mus.]
unexceptional	A	durchschnittlich, ausnahmslos
unrelated	A	beziehungslos, verwandt: nicht miteinander verwandt, verwandt: nicht verwandt, verbunden: nicht verbunden
deplorable	A	bedauernswert, beklagenswert, jämmerlich, bedauerlich, betrüblich, schändlich
whirlwind	N	wirbelwind, wirbelsturm, sturmwind, trubel, wirbel
glutinousness	N	zähigkeit
tangential	A	tangential
dietetic	A	diätetisch
subordinate	A	untergeordnet, subaltern, untergeben, abhängig
subordinate	N	untergebene
kidnap	V	entführen, kidnappen
cooperatively	ADV	kooperativ, hilfsbereit
